                  epoch,         train/box_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),           val/box_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                     80,                0.61223,                0.58312,                0.97245,                0.72252,                0.55384,                0.66249,                0.45053,                 1.0746,                 1.4356,                 1.2178,             0.00027237,             0.00027237,             0.00027237
                     81,                 0.5886,                0.57071,                0.96438,                 0.6345,                0.62066,                0.64713,                0.46533,                 1.0039,                 1.4356,                 1.1897,                0.00026,                0.00026,                0.00026
                     82,                0.58436,                0.57606,                0.96068,                0.55615,                0.63069,                0.62095,                0.43623,                 1.0658,                  1.436,                 1.2389,             0.00024762,             0.00024762,             0.00024762
                     83,                 0.5783,                0.56805,                0.95253,                0.72523,                0.54044,                0.63525,                0.43132,                 1.0917,                 1.4941,                 1.2777,             0.00023525,             0.00023525,             0.00023525
                     84,                 0.5868,                0.55229,                0.95477,                0.72827,                0.59694,                0.64476,                0.44611,                 1.0616,                    1.4,                 1.2621,             0.00022288,             0.00022288,             0.00022288
                     85,                0.56852,                0.55612,                0.95583,                0.74163,                0.55258,                0.65474,                0.45896,                 1.0354,                  1.416,                 1.2309,              0.0002105,              0.0002105,              0.0002105
                     86,                0.57727,                0.56594,                0.95668,                0.64819,                0.63345,                0.65835,                0.47028,                 1.0296,                 1.4429,                 1.2181,             0.00019813,             0.00019813,             0.00019813
                     87,                0.56717,                0.54406,                0.95546,                0.71145,                0.55972,                 0.6293,                0.46081,                  1.014,                 1.4937,                 1.1966,             0.00018575,             0.00018575,             0.00018575
                     88,                0.55389,                0.53857,                0.94709,                0.68023,                 0.5391,                 0.6234,                0.44943,                0.99819,                 1.5182,                 1.1745,             0.00017338,             0.00017338,             0.00017338
                     89,                0.54958,                0.53198,                0.93839,                0.65992,                0.56794,                0.62817,                0.44808,                 1.0177,                 1.4428,                 1.2041,               0.000161,               0.000161,               0.000161
                     90,                 0.5478,                0.52059,                0.94537,                0.68594,                0.60936,                0.64256,                  0.456,                 1.0062,                 1.4005,                 1.1991,             0.00014862,             0.00014862,             0.00014862
                     91,                0.50461,                0.43302,                0.90245,                0.63487,                0.61509,                0.63742,                0.43755,                 1.0453,                 1.4934,                 1.2292,             0.00013625,             0.00013625,             0.00013625
                     92,                0.48852,                0.40791,                0.88977,                0.73364,                0.53059,                0.62378,                0.44166,                 1.0196,                 1.5238,                 1.2181,             0.00012387,             0.00012387,             0.00012387
                     93,                0.48066,                0.40143,                0.88264,                0.72852,                0.52775,                0.62376,                0.45107,                 1.0255,                 1.4999,                 1.2294,              0.0001115,              0.0001115,              0.0001115
                     94,                0.47602,                0.39207,                0.88954,                0.74046,                  0.526,                 0.6435,                0.46299,                 1.0065,                 1.4759,                 1.2158,             9.9125e-05,             9.9125e-05,             9.9125e-05
                     95,                0.47518,                0.38815,                 0.9001,                0.65084,                0.60474,                0.65574,                0.46895,                 1.0023,                 1.4524,                 1.2203,              8.675e-05,              8.675e-05,              8.675e-05
                     96,                0.46243,                0.37523,                0.88354,                0.71545,                0.58871,                0.66022,                0.47371,                 1.0046,                 1.4258,                 1.2129,             7.4375e-05,             7.4375e-05,             7.4375e-05
                     97,                0.45659,                0.37869,                0.87996,                0.78292,                0.53236,                0.65153,                0.46481,                0.99769,                 1.4585,                 1.1996,                6.2e-05,                6.2e-05,                6.2e-05
                     98,                0.45449,                0.36933,                0.88875,                0.76268,                0.56469,                0.64984,                0.46269,                 1.0055,                 1.4656,                  1.214,             4.9625e-05,             4.9625e-05,             4.9625e-05
                     99,                 0.4494,                0.37399,                0.87501,                0.76173,                0.54217,                0.66143,                0.47035,                0.99788,                 1.4635,                 1.2116,              3.725e-05,              3.725e-05,              3.725e-05
                    100,                0.44024,                0.36257,                0.86889,                 0.7474,                0.54358,                0.65525,                0.46914,                0.99695,                 1.4674,                 1.2143,             2.4875e-05,             2.4875e-05,             2.4875e-05
